code	notes	emoji	description	ASCII	tagged_desc	url
1F64D 1F3FD 200D 2640	minimally-qualified # 🙍🏽‍♀ E4.0 woman frowning: medium skin tone	🙍🏽‍♀	woman frowning: medium skin tone	<f0><9f><99><8d><f0><9f><8f><bd><e2><80><8d><e2><99><80>	jaugur_woman_frowning:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-medium-skin-tone_1f64d-1f3fd-200d-2640-fe0f.png
1F64D 1F3FE 200D 2640 FE0F	fully-qualified     # 🙍🏾‍♀️ E4.0 woman frowning: medium-dark skin tone	🙍🏾‍♀️	woman frowning: medium-dark skin tone	<f0><9f><99><8d><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_frowning:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-medium-dark-skin-tone_1f64d-1f3fe-200d-2640-fe0f.png
1F64D 1F3FE 200D 2640	minimally-qualified # 🙍🏾‍♀ E4.0 woman frowning: medium-dark skin tone	🙍🏾‍♀	woman frowning: medium-dark skin tone	<f0><9f><99><8d><f0><9f><8f><be><e2><80><8d><e2><99><80>	jaugur_woman_frowning:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-medium-dark-skin-tone_1f64d-1f3fe-200d-2640-fe0f.png
1F64D 1F3FF 200D 2640 FE0F	fully-qualified     # 🙍🏿‍♀️ E4.0 woman frowning: dark skin tone	🙍🏿‍♀️	woman frowning: dark skin tone	<f0><9f><99><8d><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_frowning:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-dark-skin-tone_1f64d-1f3ff-200d-2640-fe0f.png
1F64D 1F3FF 200D 2640	minimally-qualified # 🙍🏿‍♀ E4.0 woman frowning: dark skin tone	🙍🏿‍♀	woman frowning: dark skin tone	<f0><9f><99><8d><f0><9f><8f><bf><e2><80><8d><e2><99><80>	jaugur_woman_frowning:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-dark-skin-tone_1f64d-1f3ff-200d-2640-fe0f.png
1F64E	fully-qualified     # 🙎 E0.6 person pouting	🙎	person pouting	<f0><9f><99><8e>	jaugur_person_pouting 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-pouting_1f64e.png
1F64E 1F3FB	fully-qualified     # 🙎🏻 E1.0 person pouting: light skin tone	🙎🏻	person pouting: light skin tone	<f0><9f><99><8e><f0><9f><8f><bb>	jaugur_person_pouting:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-pouting_light-skin-tone_1f64e-1f3fb_1f3fb.png
1F64E 1F3FC	fully-qualified     # 🙎🏼 E1.0 person pouting: medium-light skin tone	🙎🏼	person pouting: medium-light skin tone	<f0><9f><99><8e><f0><9f><8f><bc>	jaugur_person_pouting:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-pouting_medium-light-skin-tone_1f64e-1f3fc_1f3fc.png
1F64E 1F3FD	fully-qualified     # 🙎🏽 E1.0 person pouting: medium skin tone	🙎🏽	person pouting: medium skin tone	<f0><9f><99><8e><f0><9f><8f><bd>	jaugur_person_pouting:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-pouting_medium-skin-tone_1f64e-1f3fd_1f3fd.png
1F64E 1F3FE	fully-qualified     # 🙎🏾 E1.0 person pouting: medium-dark skin tone	🙎🏾	person pouting: medium-dark skin tone	<f0><9f><99><8e><f0><9f><8f><be>	jaugur_person_pouting:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-pouting_medium-dark-skin-tone_1f64e-1f3fe_1f3fe.png
1F64E 1F3FF	fully-qualified     # 🙎🏿 E1.0 person pouting: dark skin tone	🙎🏿	person pouting: dark skin tone	<f0><9f><99><8e><f0><9f><8f><bf>	jaugur_person_pouting:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-pouting_dark-skin-tone_1f64e-1f3ff_1f3ff.png
1F64E 200D 2642 FE0F	fully-qualified     # 🙎‍♂️ E4.0 man pouting	🙎‍♂️	man pouting	<f0><9f><99><8e><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_pouting 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting_1f64e-200d-2642-fe0f.png
1F64E 200D 2642	minimally-qualified # 🙎‍♂ E4.0 man pouting	🙎‍♂	man pouting	<f0><9f><99><8e><e2><80><8d><e2><99><82>	jaugur_man_pouting 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting_1f64e-200d-2642-fe0f.png
1F64E 1F3FB 200D 2642 FE0F	fully-qualified     # 🙎🏻‍♂️ E4.0 man pouting: light skin tone	🙎🏻‍♂️	man pouting: light skin tone	<f0><9f><99><8e><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_pouting:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-light-skin-tone_1f64e-1f3fb-200d-2642-fe0f.png
1F64E 1F3FB 200D 2642	minimally-qualified # 🙎🏻‍♂ E4.0 man pouting: light skin tone	🙎🏻‍♂	man pouting: light skin tone	<f0><9f><99><8e><f0><9f><8f><bb><e2><80><8d><e2><99><82>	jaugur_man_pouting:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-light-skin-tone_1f64e-1f3fb-200d-2642-fe0f.png
1F64E 1F3FC 200D 2642 FE0F	fully-qualified     # 🙎🏼‍♂️ E4.0 man pouting: medium-light skin tone	🙎🏼‍♂️	man pouting: medium-light skin tone	<f0><9f><99><8e><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_pouting:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-medium-light-skin-tone_1f64e-1f3fc-200d-2642-fe0f.png
1F64E 1F3FC 200D 2642	minimally-qualified # 🙎🏼‍♂ E4.0 man pouting: medium-light skin tone	🙎🏼‍♂	man pouting: medium-light skin tone	<f0><9f><99><8e><f0><9f><8f><bc><e2><80><8d><e2><99><82>	jaugur_man_pouting:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-medium-light-skin-tone_1f64e-1f3fc-200d-2642-fe0f.png
1F64E 1F3FD 200D 2642 FE0F	fully-qualified     # 🙎🏽‍♂️ E4.0 man pouting: medium skin tone	🙎🏽‍♂️	man pouting: medium skin tone	<f0><9f><99><8e><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_pouting:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-medium-skin-tone_1f64e-1f3fd-200d-2642-fe0f.png
1F64E 1F3FD 200D 2642	minimally-qualified # 🙎🏽‍♂ E4.0 man pouting: medium skin tone	🙎🏽‍♂	man pouting: medium skin tone	<f0><9f><99><8e><f0><9f><8f><bd><e2><80><8d><e2><99><82>	jaugur_man_pouting:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-medium-skin-tone_1f64e-1f3fd-200d-2642-fe0f.png
1F64E 1F3FE 200D 2642 FE0F	fully-qualified     # 🙎🏾‍♂️ E4.0 man pouting: medium-dark skin tone	🙎🏾‍♂️	man pouting: medium-dark skin tone	<f0><9f><99><8e><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_pouting:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-medium-dark-skin-tone_1f64e-1f3fe-200d-2642-fe0f.png
1F64E 1F3FE 200D 2642	minimally-qualified # 🙎🏾‍♂ E4.0 man pouting: medium-dark skin tone	🙎🏾‍♂	man pouting: medium-dark skin tone	<f0><9f><99><8e><f0><9f><8f><be><e2><80><8d><e2><99><82>	jaugur_man_pouting:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-medium-dark-skin-tone_1f64e-1f3fe-200d-2642-fe0f.png
1F64E 1F3FF 200D 2642 FE0F	fully-qualified     # 🙎🏿‍♂️ E4.0 man pouting: dark skin tone	🙎🏿‍♂️	man pouting: dark skin tone	<f0><9f><99><8e><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_pouting:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-dark-skin-tone_1f64e-1f3ff-200d-2642-fe0f.png
1F64E 1F3FF 200D 2642	minimally-qualified # 🙎🏿‍♂ E4.0 man pouting: dark skin tone	🙎🏿‍♂	man pouting: dark skin tone	<f0><9f><99><8e><f0><9f><8f><bf><e2><80><8d><e2><99><82>	jaugur_man_pouting:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-dark-skin-tone_1f64e-1f3ff-200d-2642-fe0f.png
1F64E 200D 2640 FE0F	fully-qualified     # 🙎‍♀️ E4.0 woman pouting	🙎‍♀️	woman pouting	<f0><9f><99><8e><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_pouting 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-pouting_1f64e-200d-2640-fe0f.png
1F64E 200D 2640	minimally-qualified # 🙎‍♀ E4.0 woman pouting	🙎‍♀	woman pouting	<f0><9f><99><8e><e2><80><8d><e2><99><80>	jaugur_woman_pouting 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-pouting_1f64e-200d-2640-fe0f.png
1F64E 1F3FB 200D 2640 FE0F	fully-qualified     # 🙎🏻‍♀️ E4.0 woman pouting: light skin tone	🙎🏻‍♀️	woman pouting: light skin tone	<f0><9f><99><8e><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_pouting:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-pouting-light-skin-tone_1f64e-1f3fb-200d-2640-fe0f.png
1F64E 1F3FB 200D 2640	minimally-qualified # 🙎🏻‍♀ E4.0 woman pouting: light skin tone	🙎🏻‍♀	woman pouting: light skin tone	<f0><9f><99><8e><f0><9f><8f><bb><e2><80><8d><e2><99><80>	jaugur_woman_pouting:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-pouting-light-skin-tone_1f64e-1f3fb-200d-2640-fe0f.png
1F64E 1F3FC 200D 2640 FE0F	fully-qualified     # 🙎🏼‍♀️ E4.0 woman pouting: medium-light skin tone	🙎🏼‍♀️	woman pouting: medium-light skin tone	<f0><9f><99><8e><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_pouting:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-pouting-medium-light-skin-tone_1f64e-1f3fc-200d-2640-fe0f.png
1F64E 1F3FC 200D 2640	minimally-qualified # 🙎🏼‍♀ E4.0 woman pouting: medium-light skin tone	🙎🏼‍♀	woman pouting: medium-light skin tone	<f0><9f><99><8e><f0><9f><8f><bc><e2><80><8d><e2><99><80>	jaugur_woman_pouting:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-pouting-medium-light-skin-tone_1f64e-1f3fc-200d-2640-fe0f.png
1F64E 1F3FD 200D 2640 FE0F	fully-qualified     # 🙎🏽‍♀️ E4.0 woman pouting: medium skin tone	🙎🏽‍♀️	woman pouting: medium skin tone	<f0><9f><99><8e><f0><9f><8f><bd><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_pouting:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-pouting-medium-skin-tone_1f64e-1f3fd-200d-2640-fe0f.png
1F64E 1F3FD 200D 2640	minimally-qualified # 🙎🏽‍♀ E4.0 woman pouting: medium skin tone	🙎🏽‍♀	woman pouting: medium skin tone	<f0><9f><99><8e><f0><9f><8f><bd><e2><80><8d><e2><99><80>	jaugur_woman_pouting:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-pouting-medium-skin-tone_1f64e-1f3fd-200d-2640-fe0f.png
1F64E 1F3FE 200D 2640 FE0F	fully-qualified     # 🙎🏾‍♀️ E4.0 woman pouting: medium-dark skin tone	🙎🏾‍♀️	woman pouting: medium-dark skin tone	<f0><9f><99><8e><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_pouting:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-pouting-medium-dark-skin-tone_1f64e-1f3fe-200d-2640-fe0f.png
1F64E 1F3FE 200D 2640	minimally-qualified # 🙎🏾‍♀ E4.0 woman pouting: medium-dark skin tone	🙎🏾‍♀	woman pouting: medium-dark skin tone	<f0><9f><99><8e><f0><9f><8f><be><e2><80><8d><e2><99><80>	jaugur_woman_pouting:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-pouting-medium-dark-skin-tone_1f64e-1f3fe-200d-2640-fe0f.png
1F64E 1F3FF 200D 2640 FE0F	fully-qualified     # 🙎🏿‍♀️ E4.0 woman pouting: dark skin tone	🙎🏿‍♀️	woman pouting: dark skin tone	<f0><9f><99><8e><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_pouting:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-pouting-dark-skin-tone_1f64e-1f3ff-200d-2640-fe0f.png
1F64E 1F3FF 200D 2640	minimally-qualified # 🙎🏿‍♀ E4.0 woman pouting: dark skin tone	🙎🏿‍♀	woman pouting: dark skin tone	<f0><9f><99><8e><f0><9f><8f><bf><e2><80><8d><e2><99><80>	jaugur_woman_pouting:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-pouting-dark-skin-tone_1f64e-1f3ff-200d-2640-fe0f.png
1F645	fully-qualified     # 🙅 E0.6 person gesturing NO	🙅	person gesturing NO	<f0><9f><99><85>	jaugur_person_gesturing_NO 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-gesturing-no_1f645.png
1F645 1F3FB	fully-qualified     # 🙅🏻 E1.0 person gesturing NO: light skin tone	🙅🏻	person gesturing NO: light skin tone	<f0><9f><99><85><f0><9f><8f><bb>	jaugur_person_gesturing_NO:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-gesturing-no_light-skin-tone_1f645-1f3fb_1f3fb.png
1F645 1F3FC	fully-qualified     # 🙅🏼 E1.0 person gesturing NO: medium-light skin tone	🙅🏼	person gesturing NO: medium-light skin tone	<f0><9f><99><85><f0><9f><8f><bc>	jaugur_person_gesturing_NO:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-gesturing-no_medium-light-skin-tone_1f645-1f3fc_1f3fc.png
1F645 1F3FD	fully-qualified     # 🙅🏽 E1.0 person gesturing NO: medium skin tone	🙅🏽	person gesturing NO: medium skin tone	<f0><9f><99><85><f0><9f><8f><bd>	jaugur_person_gesturing_NO:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-gesturing-no_medium-skin-tone_1f645-1f3fd_1f3fd.png
1F645 1F3FE	fully-qualified     # 🙅🏾 E1.0 person gesturing NO: medium-dark skin tone	🙅🏾	person gesturing NO: medium-dark skin tone	<f0><9f><99><85><f0><9f><8f><be>	jaugur_person_gesturing_NO:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-gesturing-no_medium-dark-skin-tone_1f645-1f3fe_1f3fe.png
1F645 1F3FF	fully-qualified     # 🙅🏿 E1.0 person gesturing NO: dark skin tone	🙅🏿	person gesturing NO: dark skin tone	<f0><9f><99><85><f0><9f><8f><bf>	jaugur_person_gesturing_NO:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-gesturing-no_dark-skin-tone_1f645-1f3ff_1f3ff.png
1F645 200D 2642 FE0F	fully-qualified     # 🙅‍♂️ E4.0 man gesturing NO	🙅‍♂️	man gesturing NO	<f0><9f><99><85><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_gesturing_NO 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-gesturing-no_1f645-200d-2642-fe0f.png
1F645 200D 2642	minimally-qualified # 🙅‍♂ E4.0 man gesturing NO	🙅‍♂	man gesturing NO	<f0><9f><99><85><e2><80><8d><e2><99><82>	jaugur_man_gesturing_NO 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-gesturing-no_1f645-200d-2642-fe0f.png
1F645 1F3FB 200D 2642 FE0F	fully-qualified     # 🙅🏻‍♂️ E4.0 man gesturing NO: light skin tone	🙅🏻‍♂️	man gesturing NO: light skin tone	<f0><9f><99><85><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_gesturing_NO:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-gesturing-no-light-skin-tone_1f645-1f3fb-200d-2642-fe0f.png
1F645 1F3FB 200D 2642	minimally-qualified # 🙅🏻‍♂ E4.0 man gesturing NO: light skin tone	🙅🏻‍♂	man gesturing NO: light skin tone	<f0><9f><99><85><f0><9f><8f><bb><e2><80><8d><e2><99><82>	jaugur_man_gesturing_NO:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-gesturing-no-light-skin-tone_1f645-1f3fb-200d-2642-fe0f.png
1F645 1F3FC 200D 2642 FE0F	fully-qualified     # 🙅🏼‍♂️ E4.0 man gesturing NO: medium-light skin tone	🙅🏼‍♂️	man gesturing NO: medium-light skin tone	<f0><9f><99><85><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_gesturing_NO:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-gesturing-no-medium-light-skin-tone_1f645-1f3fc-200d-2642-fe0f.png
1F645 1F3FC 200D 2642	minimally-qualified # 🙅🏼‍♂ E4.0 man gesturing NO: medium-light skin tone	🙅🏼‍♂	man gesturing NO: medium-light skin tone	<f0><9f><99><85><f0><9f><8f><bc><e2><80><8d><e2><99><82>	jaugur_man_gesturing_NO:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-gesturing-no-medium-light-skin-tone_1f645-1f3fc-200d-2642-fe0f.png
1F645 1F3FD 200D 2642 FE0F	fully-qualified     # 🙅🏽‍♂️ E4.0 man gesturing NO: medium skin tone	🙅🏽‍♂️	man gesturing NO: medium skin tone	<f0><9f><99><85><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_gesturing_NO:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-gesturing-no-medium-skin-tone_1f645-1f3fd-200d-2642-fe0f.png
1F645 1F3FD 200D 2642	minimally-qualified # 🙅🏽‍♂ E4.0 man gesturing NO: medium skin tone	🙅🏽‍♂	man gesturing NO: medium skin tone	<f0><9f><99><85><f0><9f><8f><bd><e2><80><8d><e2><99><82>	jaugur_man_gesturing_NO:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-gesturing-no-medium-skin-tone_1f645-1f3fd-200d-2642-fe0f.png
1F645 1F3FE 200D 2642 FE0F	fully-qualified     # 🙅🏾‍♂️ E4.0 man gesturing NO: medium-dark skin tone	🙅🏾‍♂️	man gesturing NO: medium-dark skin tone	<f0><9f><99><85><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_gesturing_NO:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-gesturing-no-medium-dark-skin-tone_1f645-1f3fe-200d-2642-fe0f.png
1F645 1F3FE 200D 2642	minimally-qualified # 🙅🏾‍♂ E4.0 man gesturing NO: medium-dark skin tone	🙅🏾‍♂	man gesturing NO: medium-dark skin tone	<f0><9f><99><85><f0><9f><8f><be><e2><80><8d><e2><99><82>	jaugur_man_gesturing_NO:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-gesturing-no-medium-dark-skin-tone_1f645-1f3fe-200d-2642-fe0f.png
1F645 1F3FF 200D 2642 FE0F	fully-qualified     # 🙅🏿‍♂️ E4.0 man gesturing NO: dark skin tone	🙅🏿‍♂️	man gesturing NO: dark skin tone	<f0><9f><99><85><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_gesturing_NO:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-gesturing-no-dark-skin-tone_1f645-1f3ff-200d-2642-fe0f.png
1F645 1F3FF 200D 2642	minimally-qualified # 🙅🏿‍♂ E4.0 man gesturing NO: dark skin tone	🙅🏿‍♂	man gesturing NO: dark skin tone	<f0><9f><99><85><f0><9f><8f><bf><e2><80><8d><e2><99><82>	jaugur_man_gesturing_NO:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-gesturing-no-dark-skin-tone_1f645-1f3ff-200d-2642-fe0f.png
1F645 200D 2640 FE0F	fully-qualified     # 🙅‍♀️ E4.0 woman gesturing NO	🙅‍♀️	woman gesturing NO	<f0><9f><99><85><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_gesturing_NO 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-gesturing-no_1f645-200d-2640-fe0f.png
1F645 200D 2640	minimally-qualified # 🙅‍♀ E4.0 woman gesturing NO	🙅‍♀	woman gesturing NO	<f0><9f><99><85><e2><80><8d><e2><99><80>	jaugur_woman_gesturing_NO 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-gesturing-no_1f645-200d-2640-fe0f.png
1F645 1F3FB 200D 2640 FE0F	fully-qualified     # 🙅🏻‍♀️ E4.0 woman gesturing NO: light skin tone	🙅🏻‍♀️	woman gesturing NO: light skin tone	<f0><9f><99><85><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_gesturing_NO:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-gesturing-no-light-skin-tone_1f645-1f3fb-200d-2640-fe0f.png
1F645 1F3FB 200D 2640	minimally-qualified # 🙅🏻‍♀ E4.0 woman gesturing NO: light skin tone	🙅🏻‍♀	woman gesturing NO: light skin tone	<f0><9f><99><85><f0><9f><8f><bb><e2><80><8d><e2><99><80>	jaugur_woman_gesturing_NO:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-gesturing-no-light-skin-tone_1f645-1f3fb-200d-2640-fe0f.png
1F645 1F3FC 200D 2640 FE0F	fully-qualified     # 🙅🏼‍♀️ E4.0 woman gesturing NO: medium-light skin tone	🙅🏼‍♀️	woman gesturing NO: medium-light skin tone	<f0><9f><99><85><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_gesturing_NO:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-gesturing-no-medium-light-skin-tone_1f645-1f3fc-200d-2640-fe0f.png
